A,B,C,D
0.0224,-4.2899e-176,0.94,-6.0793e-166
0.0236,-4.2899e-176,0.94,-6.0793e-166
0.0248,-4.2899e-176,0.94,-6.0793e-166
0.026,-4.2899e-176,0.94,-6.0793e-166
0.014,-4.0601e-176,0.94,-6.0793e-166
0.0152,-4.0601e-176,0.94,-6.0793e-166
0.0164,-4.0601e-176,0.94,-6.0793e-166
0.0176,-4.0601e-176,0.94,-6.0793e-166
0.0188,-4.0601e-176,0.94,-6.0793e-166
0.02,-4.0601e-176,0.94,-6.0793e-166
0.0212,-4.0601e-176,0.94,-6.0793e-166
0.0224,-4.0601e-176,0.94,-6.0793e-166
0.0236,-4.0601e-176,0.94,-6.0793e-166
0.0248,-4.0601e-176,0.94,-6.0793e-166
0.026,-4.0601e-176,0.94,-6.0793e-166
0.014,-3.8303e-176,0.94,-6.0793e-166
0.0152,-3.8303e-176,0.94,-6.0793e-166
0.0164,-3.8303e-176,0.94,-6.0793e-166
0.0176,-3.8303e-176,0.94,-6.0793e-166
0.0188,-3.8303e-176,0.94,-6.0793e-166
0.02,-3.8303e-176,0.94,-6.0793e-166
0.0212,-3.8303e-176,0.94,-6.0793e-166
0.0224,-3.8303e-176,0.94,-6.0793e-166
0.0236,-3.8303e-176,0.94,-6.0793e-166
0.0248,-3.8303e-176,0.94,-6.0793e-166
0.026,-3.8303e-176,0.94,-6.0793e-166
0.014,-3.6005e-176,0.94,-6.0793e-166
0.0152,-3.6005e-176,0.94,-6.0793e-166
0.0164,-3.6005e-176,0.94,-6.0793e-166
0.0176,-3.6005e-176,0.94,-6.0793e-166
0.0188,-3.6005e-176,0.94,-6.0793e-166
0.02,-3.6005e-176,0.94,-6.0793e-166
0.0212,-3.6005e-176,0.94,-6.0793e-166
0.0224,-3.6005e-176,0.94,-6.0793e-166
0.0236,-3.6005e-176,0.94,-6.0793e-166
0.0248,-3.6005e-176,0.94,-6.0793e-166
0.026,-3.6005e-176,0.94,-6.0793e-166
0.014,-3.3707e-176,0.94,-6.0793e-166
0.0152,-3.3707e-176,0.94,-6.0793e-166
0.0164,-3.3707e-176,0.94,-6.0793e-166
0.0176,-3.3707e-176,0.94,-6.0793e-166
0.0188,-3.3707e-176,0.94,-6.0793e-166
0.02,-3.3707e-176,0.94,-6.0793e-166
0.0212,-3.3707e-176,0.94,-6.0793e-166
0.0224,-3.3707e-176,0.94,-6.0793e-166
0.0236,-3.3707e-176,0.94,-6.0793e-166
0.0248,-3.3707e-176,0.94,-6.0793e-166
0.026,-3.3707e-176,0.94,-6.0793e-166
0.014,-3.1408e-176,0.94,-6.0793e-166
0.0152,-3.1408e-176,0.94,-6.0793e-166
0.0164,-3.1408e-176,0.94,-6.0793e-166
0.0176,-3.1408e-176,0.94,-6.0793e-166
0.0188,-3.1408e-176,0.94,-6.0793e-166
0.02,-3.1408e-176,0.94,-6.0793e-166
0.0212,-3.1408e-176,0.94,-6.0793e-166
0.0224,-3.1408e-176,0.94,-6.0793e-166
0.0236,-3.1408e-176,0.94,-6.0793e-166
0.0248,-3.1408e-176,0.94,-6.0793e-166
0.026,-3.1408e-176,0.94,-6.0793e-166
0.014,-2.911e-176,0.94,-6.0793e-166
0.0152,-2.911e-176,0.94,-6.0793e-166
0.0164,-2.911e-176,0.94,-6.0793e-166
0.0176,-2.911e-176,0.94,-6.0793e-166
0.0188,-2.911e-176,0.94,-6.0793e-166
0.02,-2.911e-176,0.94,-6.0793e-166
0.0212,-2.911e-176,0.94,-6.0793e-166
0.0224,-2.911e-176,0.94,-6.0793e-166
0.0236,-2.911e-176,0.94,-6.0793e-166
0.0248,-2.911e-176,0.94,-6.0793e-166
0.026,-2.911e-176,0.94,-6.0793e-166
0.014,-2.6812e-176,0.94,-6.0793e-166
0.0152,-2.6812e-176,0.94,-6.0793e-166
0.0164,-2.6812e-176,0.94,-6.0793e-166
0.0176,-2.6812e-176,0.94,-6.0793e-166
0.0188,-2.6812e-176,0.94,-6.0793e-166
0.02,-2.6812e-176,0.94,-6.0793e-166
0.0212,-2.6812e-176,0.94,-6.0793e-166
0.0224,-2.6812e-176,0.94,-6.0793e-166
0.0236,-2.6812e-176,0.94,-6.0793e-166
0.0248,-2.6812e-176,0.94,-6.0793e-166
0.026,-2.6812e-176,0.94,-6.0793e-166
0.014,-4.9794e-176,1,-6.0793e-166
0.0152,-4.9794e-176,1,-6.0793e-166
0.0164,-4.9794e-176,1,-6.0793e-166
0.0176,-4.9794e-176,1,-6.0793e-166
0.0188,-4.9794e-176,1,-6.0793e-166
0.02,-4.9794e-176,1,-6.0793e-166
0.0212,-4.9794e-176,1,-6.0793e-166
0.0224,-4.9794e-176,1,-6.0793e-166
0.0236,-4.9794e-176,1,-6.0793e-166
0.0248,-4.9794e-176,1,-6.0793e-166
0.026,-4.9794e-176,1,-6.0793e-166
0.014,-4.7496e-176,1,-6.0793e-166
0.0152,-4.7496e-176,1,-6.0793e-166
0.0164,-4.7496e-176,1,-6.0793e-166
0.0176,-4.7496e-176,1,-6.0793e-166
0.0188,-4.7496e-176,1,-6.0793e-166
0.02,-4.7496e-176,1,-6.0793e-166
0.0212,-4.7496e-176,1,-6.0793e-166
0.0224,-4.7496e-176,1,-6.0793e-166
0.0236,-4.7496e-176,1,-6.0793e-166
0.0248,-4.7496e-176,1,-6.0793e-166
0.026,-4.7496e-176,1,-6.0793e-166
0.014,-4.5198e-176,1,-6.0793e-166
0.0152,-4.5198e-176,1,-6.0793e-166
0.0164,-4.5198e-176,1,-6.0793e-166
0.0176,-4.5198e-176,1,-6.0793e-166
0.0188,-4.5198e-176,1,-6.0793e-166
0.02,-4.5198e-176,1,-6.0793e-166
0.0212,-4.5198e-176,1,-6.0793e-166
0.0224,-4.5198e-176,1,-6.0793e-166
0.0236,-4.5198e-176,1,-6.0793e-166
0.0248,-4.5198e-176,1,-6.0793e-166
0.026,-4.5198e-176,1,-6.0793e-166
0.014,-4.2899e-176,1,-6.0793e-166
0.0152,-4.2899e-176,1,-6.0793e-166
0.0164,-4.2899e-176,1,-6.0793e-166
0.0176,-4.2899e-176,1,-6.0793e-166
0.0188,-4.2899e-176,1,-6.0793e-166
0.02,-4.2899e-176,1,-6.0793e-166
0.0212,-4.2899e-176,1,-6.0793e-166
0.0224,-4.2899e-176,1,-6.0793e-166
0.0236,-4.2899e-176,1,-6.0793e-166
0.0248,-4.2899e-176,1,-6.0793e-166
0.026,-4.2899e-176,1,-6.0793e-166
0.014,-4.0601e-176,1,-6.0793e-166
0.0152,-4.0601e-176,1,-6.0793e-166
0.0164,-4.0601e-176,1,-6.0793e-166
0.0176,-4.0601e-176,1,-6.0793e-166
0.0188,-4.0601e-176,1,-6.0793e-166
0.02,-4.0601e-176,1,-6.0793e-166
0.0212,-4.0601e-176,1,-6.0793e-166
0.0224,-4.0601e-176,1,-6.0793e-166
0.0236,-4.0601e-176,1,-6.0793e-166
0.0248,-4.0601e-176,1,-6.0793e-166
0.026,-4.0601e-176,1,-6.0793e-166
0.014,-3.8303e-176,1,-6.0793e-166
0.0152,-3.8303e-176,1,-6.0793e-166
0.0164,-3.8303e-176,1,-6.0793e-166
0.0176,-3.8303e-176,1,-6.0793e-166
0.0188,-3.8303e-176,1,-6.0793e-166
0.02,-3.8303e-176,1,-6.0793e-166
0.0212,-3.8303e-176,1,-6.0793e-166
0.0224,-3.8303e-176,1,-6.0793e-166
0.0236,-3.8303e-176,1,-6.0793e-166
0.0248,-3.8303e-176,1,-6.0793e-166
0.026,-3.8303e-176,1,-6.0793e-166
0.014,-3.6005e-176,1,-6.0793e-166
0.0152,-3.6005e-176,1,-6.0793e-166
0.0164,-3.6005e-176,1,-6.0793e-166
0.0176,-3.6005e-176,1,-6.0793e-166
0.0188,-3.6005e-176,1,-6.0793e-166
0.02,-3.6005e-176,1,-6.0793e-166
0.0212,-3.6005e-176,1,-6.0793e-166
0.0224,-3.6005e-176,1,-6.0793e-166
0.0236,-3.6005e-176,1,-6.0793e-166
0.0248,-3.6005e-176,1,-6.0793e-166
0.026,-3.6005e-176,1,-6.0793e-166
0.014,-3.3707e-176,1,-6.0793e-166
0.0152,-3.3707e-176,1,-6.0793e-166
0.0164,-3.3707e-176,1,-6.0793e-166
0.0176,-3.3707e-176,1,-6.0793e-166
0.0188,-3.3707e-176,1,-6.0793e-166
0.02,-3.3707e-176,1,-6.0793e-166
0.0212,-3.3707e-176,1,-6.0793e-166
0.0224,-3.3707e-176,1,-6.0793e-166
0.0236,-3.3707e-176,1,-6.0793e-166
0.0248,-3.3707e-176,1,-6.0793e-166
0.026,-3.3707e-176,1,-6.0793e-166
0.014,-3.1408e-176,1,-6.0793e-166
0.0152,-3.1408e-176,1,-6.0793e-166
0.0164,-3.1408e-176,1,-6.0793e-166
0.0176,-3.1408e-176,1,-6.0793e-166
0.0188,-3.1408e-176,1,-6.0793e-166
0.02,-3.1408e-176,1,-6.0793e-166
0.0212,-3.1408e-176,1,-6.0793e-166
0.0224,-3.1408e-176,1,-6.0793e-166
0.0236,-3.1408e-176,1,-6.0793e-166
0.0248,-3.1408e-176,1,-6.0793e-166
0.026,-3.1408e-176,1,-6.0793e-166
0.014,-2.911e-176,1,-6.0793e-166
0.0152,-2.911e-176,1,-6.0793e-166
0.0164,-2.911e-176,1,-6.0793e-166
0.0176,-2.911e-176,1,-6.0793e-166
0.0188,-2.911e-176,1,-6.0793e-166
0.02,-2.911e-176,1,-6.0793e-166
0.0212,-2.911e-176,1,-6.0793e-166
0.0224,-2.911e-176,1,-6.0793e-166
0.0236,-2.911e-176,1,-6.0793e-166
0.0248,-2.911e-176,1,-6.0793e-166
0.026,-2.911e-176,1,-6.0793e-166
0.014,-2.6812e-176,1,-6.0793e-166
0.0152,-2.6812e-176,1,-6.0793e-166
0.0164,-2.6812e-176,1,-6.0793e-166
0.0176,-2.6812e-176,1,-6.0793e-166
0.0188,-2.6812e-176,1,-6.0793e-166
0.02,-2.6812e-176,1,-6.0793e-166
0.0212,-2.6812e-176,1,-6.0793e-166
0.0224,-2.6812e-176,1,-6.0793e-166
0.0236,-2.6812e-176,1,-6.0793e-166
0.0248,-2.6812e-176,1,-6.0793e-166
0.026,-2.6812e-176,1,-6.0793e-166
0.014,-4.9794e-176,1.06,-6.0793e-166
0.0152,-4.9794e-176,1.06,-6.0793e-166
0.0164,-4.9794e-176,1.06,-6.0793e-166
0.0176,-4.9794e-176,1.06,-6.0793e-166
0.0188,-4.9794e-176,1.06,-6.0793e-166
0.02,-4.9794e-176,1.06,-6.0793e-166
0.0212,-4.9794e-176,1.06,-6.0793e-166
0.0224,-4.9794e-176,1.06,-6.0793e-166
0.0236,-4.9794e-176,1.06,-6.0793e-166
0.0248,-4.9794e-176,1.06,-6.0793e-166
0.026,-4.9794e-176,1.06,-6.0793e-166
0.014,-4.7496e-176,1.06,-6.0793e-166
0.0152,-4.7496e-176,1.06,-6.0793e-166
0.0164,-4.7496e-176,1.06,-6.0793e-166
0.0176,-4.7496e-176,1.06,-6.0793e-166
0.0188,-4.7496e-176,1.06,-6.0793e-166
0.02,-4.7496e-176,1.06,-6.0793e-166
0.0212,-4.7496e-176,1.06,-6.0793e-166
0.0224,-4.7496e-176,1.06,-6.0793e-166
0.0236,-4.7496e-176,1.06,-6.0793e-166
0.0248,-4.7496e-176,1.06,-6.0793e-166
0.026,-4.7496e-176,1.06,-6.0793e-166
0.014,-4.5198e-176,1.06,-6.0793e-166
0.0152,-4.5198e-176,1.06,-6.0793e-166
0.0164,-4.5198e-176,1.06,-6.0793e-166
0.0176,-4.5198e-176,1.06,-6.0793e-166
0.0188,-4.5198e-176,1.06,-6.0793e-166
0.02,-4.5198e-176,1.06,-6.0793e-166
0.0212,-4.5198e-176,1.06,-6.0793e-166
0.0224,-4.5198e-176,1.06,-6.0793e-166
0.0236,-4.5198e-176,1.06,-6.0793e-166
0.0248,-4.5198e-176,1.06,-6.0793e-166
0.026,-4.5198e-176,1.06,-6.0793e-166
0.014,-4.2899e-176,1.06,-6.0793e-166
0.0152,-4.2899e-176,1.06,-6.0793e-166
0.0164,-4.2899e-176,1.06,-6.0793e-166
0.0176,-4.2899e-176,1.06,-6.0793e-166
0.0188,-4.2899e-176,1.06,-6.0793e-166
0.02,-4.2899e-176,1.06,-6.0793e-166
0.0212,-4.2899e-176,1.06,-6.0793e-166
0.0224,-4.2899e-176,1.06,-6.0793e-166
0.0236,-4.2899e-176,1.06,-6.0793e-166
0.0248,-4.2899e-176,1.06,-6.0793e-166
0.026,-4.2899e-176,1.06,-6.0793e-166
0.014,-4.0601e-176,1.06,-6.0793e-166
0.0152,-4.0601e-176,1.06,-6.0793e-166
0.0164,-4.0601e-176,1.06,-6.0793e-166
0.0176,-4.0601e-176,1.06,-6.0793e-166
0.0188,-4.0601e-176,1.06,-6.0793e-166
0.02,-4.0601e-176,1.06,-6.0793e-166
0.0212,-4.0601e-176,1.06,-6.0793e-166
0.0224,-4.0601e-176,1.06,-6.0793e-166
0.0236,-4.0601e-176,1.06,-6.0793e-166
0.0248,-4.0601e-176,1.06,-6.0793e-166
0.026,-4.0601e-176,1.06,-6.0793e-166
0.014,-3.8303e-176,1.06,-6.0793e-166
0.0152,-3.8303e-176,1.06,-6.0793e-166
0.0164,-3.8303e-176,1.06,-6.0793e-166
0.0176,-3.8303e-176,1.06,-6.0793e-166
0.0188,-3.8303e-176,1.06,-6.0793e-166
0.02,-3.8303e-176,1.06,-6.0793e-166
0.0212,-3.8303e-176,1.06,-6.0793e-166
0.0224,-3.8303e-176,1.06,-6.0793e-166
0.0236,-3.8303e-176,1.06,-6.0793e-166
0.0248,-3.8303e-176,1.06,-6.0793e-166
0.026,-3.8303e-176,1.06,-6.0793e-166
0.014,-3.6005e-176,1.06,-6.0793e-166
0.0152,-3.6005e-176,1.06,-6.0793e-166
0.0164,-3.6005e-176,1.06,-6.0793e-166
0.0176,-3.6005e-176,1.06,-6.0793e-166
0.0188,-3.6005e-176,1.06,-6.0793e-166
0.02,-3.6005e-176,1.06,-6.0793e-166
0.0212,-3.6005e-176,1.06,-6.0793e-166
0.0224,-3.6005e-176,1.06,-6.0793e-166
0.0236,-3.6005e-176,1.06,-6.0793e-166
0.0248,-3.6005e-176,1.06,-6.0793e-166
0.026,-3.6005e-176,1.06,-6.0793e-166
0.014,-3.3707e-176,1.06,-6.0793e-166
0.0152,-3.3707e-176,1.06,-6.0793e-166
0.0164,-3.3707e-176,1.06,-6.0793e-166
0.0176,-3.3707e-176,1.06,-6.0793e-166
0.0188,-3.3707e-176,1.06,-6.0793e-166
0.02,-3.3707e-176,1.06,-6.0793e-166
0.0212,-3.3707e-176,1.06,-6.0793e-166
0.0224,-3.3707e-176,1.06,-6.0793e-166
0.0236,-3.3707e-176,1.06,-6.0793e-166
0.0248,-3.3707e-176,1.06,-6.0793e-166
0.026,-3.3707e-176,1.06,-6.0793e-166
0.014,-3.1408e-176,1.06,-6.0793e-166
0.0152,-3.1408e-176,1.06,-6.0793e-166
0.0164,-3.1408e-176,1.06,-6.0793e-166
0.0176,-3.1408e-176,1.06,-6.0793e-166
0.0188,-3.1408e-176,1.06,-6.0793e-166
0.02,-3.1408e-176,1.06,-6.0793e-166
0.0212,-3.1408e-176,1.06,-6.0793e-166
0.0224,-3.1408e-176,1.06,-6.0793e-166
0.0236,-3.1408e-176,1.06,-6.0793e-166
0.0248,-3.1408e-176,1.06,-6.0793e-166
0.026,-3.1408e-176,1.06,-6.0793e-166
0.014,-2.911e-176,1.06,-6.0793e-166
0.0152,-2.911e-176,1.06,-6.0793e-166
0.0164,-2.911e-176,1.06,-6.0793e-166
0.0176,-2.911e-176,1.06,-6.0793e-166
0.0188,-2.911e-176,1.06,-6.0793e-166
0.02,-2.911e-176,1.06,-6.0793e-166
0.0212,-2.911e-176,1.06,-6.0793e-166
0.0224,-2.911e-176,1.06,-6.0793e-166
0.0236,-2.911e-176,1.06,-6.0793e-166
0.0248,-2.911e-176,1.06,-6.0793e-166
0.026,-2.911e-176,1.06,-6.0793e-166
0.014,-2.6812e-176,1.06,-6.0793e-166
0.0152,-2.6812e-176,1.06,-6.0793e-166
0.0164,-2.6812e-176,1.06,-6.0793e-166
0.0176,-2.6812e-176,1.06,-6.0793e-166
0.0188,-2.6812e-176,1.06,-6.0793e-166
0.02,-2.6812e-176,1.06,-6.0793e-166
0.0212,-2.6812e-176,1.06,-6.0793e-166
0.0224,-2.6812e-176,1.06,-6.0793e-166
0.0236,-2.6812e-176,1.06,-6.0793e-166
0.0248,-2.6812e-176,1.06,-6.0793e-166
0.026,-2.6812e-176,1.06,-6.0793e-166
0.014,-4.9794e-176,1.12,-6.0793e-166
0.0152,-4.9794e-176,1.12,-6.0793e-166
0.0164,-4.9794e-176,1.12,-6.0793e-166
0.0176,-4.9794e-176,1.12,-6.0793e-166
0.0188,-4.9794e-176,1.12,-6.0793e-166
0.02,-4.9794e-176,1.12,-6.0793e-166
0.0212,-4.9794e-176,1.12,-6.0793e-166
0.0224,-4.9794e-176,1.12,-6.0793e-166
0.0236,-4.9794e-176,1.12,-6.0793e-166
0.0248,-4.9794e-176,1.12,-6.0793e-166
0.026,-4.9794e-176,1.12,-6.0793e-166
0.014,-4.7496e-176,1.12,-6.0793e-166
0.0152,-4.7496e-176,1.12,-6.0793e-166
0.0164,-4.7496e-176,1.12,-6.0793e-166
0.0176,-4.7496e-176,1.12,-6.0793e-166
0.0188,-4.7496e-176,1.12,-6.0793e-166
0.02,-4.7496e-176,1.12,-6.0793e-166
0.0212,-4.7496e-176,1.12,-6.0793e-166
0.0224,-4.7496e-176,1.12,-6.0793e-166
0.0236,-4.7496e-176,1.12,-6.0793e-166
0.0248,-4.7496e-176,1.12,-6.0793e-166
0.026,-4.7496e-176,1.12,-6.0793e-166
0.014,-4.5198e-176,1.12,-6.0793e-166
0.0152,-4.5198e-176,1.12,-6.0793e-166
0.0164,-4.5198e-176,1.12,-6.0793e-166
0.0176,-4.5198e-176,1.12,-6.0793e-166
0.0188,-4.5198e-176,1.12,-6.0793e-166
0.02,-4.5198e-176,1.12,-6.0793e-166
0.0212,-4.5198e-176,1.12,-6.0793e-166
0.0224,-4.5198e-176,1.12,-6.0793e-166
0.0236,-4.5198e-176,1.12,-6.0793e-166
0.0248,-4.5198e-176,1.12,-6.0793e-166
0.026,-4.5198e-176,1.12,-6.0793e-166
0.014,-4.2899e-176,1.12,-6.0793e-166
0.0152,-4.2899e-176,1.12,-6.0793e-166
0.0164,-4.2899e-176,1.12,-6.0793e-166
0.0176,-4.2899e-176,1.12,-6.0793e-166
0.0188,-4.2899e-176,1.12,-6.0793e-166
0.02,-4.2899e-176,1.12,-6.0793e-166
0.0212,-4.2899e-176,1.12,-6.0793e-166
0.0224,-4.2899e-176,1.12,-6.0793e-166
0.0236,-4.2899e-176,1.12,-6.0793e-166
0.0248,-4.2899e-176,1.12,-6.0793e-166
0.026,-4.2899e-176,1.12,-6.0793e-166
0.014,-4.0601e-176,1.12,-6.0793e-166
0.0152,-4.0601e-176,1.12,-6.0793e-166
0.0164,-4.0601e-176,1.12,-6.0793e-166
0.0176,-4.0601e-176,1.12,-6.0793e-166
0.0188,-4.0601e-176,1.12,-6.0793e-166
0.02,-4.0601e-176,1.12,-6.0793e-166
0.0212,-4.0601e-176,1.12,-6.0793e-166
0.0224,-4.0601e-176,1.12,-6.0793e-166
0.0236,-4.0601e-176,1.12,-6.0793e-166
0.0248,-4.0601e-176,1.12,-6.0793e-166
0.026,-4.0601e-176,1.12,-6.0793e-166
0.014,-3.8303e-176,1.12,-6.0793e-166
0.0152,-3.8303e-176,1.12,-6.0793e-166
0.0164,-3.8303e-176,1.12,-6.0793e-166
0.0176,-3.8303e-176,1.12,-6.0793e-166
0.0188,-3.8303e-176,1.12,-6.0793e-166
0.02,-3.8303e-176,1.12,-6.0793e-166
0.0212,-3.8303e-176,1.12,-6.0793e-166
0.0224,-3.8303e-176,1.12,-6.0793e-166
0.0236,-3.8303e-176,1.12,-6.0793e-166
0.0248,-3.8303e-176,1.12,-6.0793e-166
0.026,-3.8303e-176,1.12,-6.0793e-166
0.014,-3.6005e-176,1.12,-6.0793e-166
0.0152,-3.6005e-176,1.12,-6.0793e-166
0.0164,-3.6005e-176,1.12,-6.0793e-166
0.0176,-3.6005e-176,1.12,-6.0793e-166
0.0188,-3.6005e-176,1.12,-6.0793e-166
0.02,-3.6005e-176,1.12,-6.0793e-166
0.0212,-3.6005e-176,1.12,-6.0793e-166
0.0224,-3.6005e-176,1.12,-6.0793e-166
0.0236,-3.6005e-176,1.12,-6.0793e-166
0.0248,-3.6005e-176,1.12,-6.0793e-166
0.026,-3.6005e-176,1.12,-6.0793e-166
0.014,-3.3707e-176,1.12,-6.0793e-166
0.0152,-3.3707e-176,1.12,-6.0793e-166
0.0164,-3.3707e-176,1.12,-6.0793e-166
0.0176,-3.3707e-176,1.12,-6.0793e-166
0.0188,-3.3707e-176,1.12,-6.0793e-166
0.02,-3.3707e-176,1.12,-6.0793e-166
0.0212,-3.3707e-176,1.12,-6.0793e-166
0.0224,-3.3707e-176,1.12,-6.0793e-166
0.0236,-3.3707e-176,1.12,-6.0793e-166
0.0248,-3.3707e-176,1.12,-6.0793e-166
0.026,-3.3707e-176,1.12,-6.0793e-166
0.014,-3.1408e-176,1.12,-6.0793e-166
0.0152,-3.1408e-176,1.12,-6.0793e-166
0.0164,-3.1408e-176,1.12,-6.0793e-166
0.0176,-3.1408e-176,1.12,-6.0793e-166
0.0188,-3.1408e-176,1.12,-6.0793e-166
0.02,-3.1408e-176,1.12,-6.0793e-166
0.0212,-3.1408e-176,1.12,-6.0793e-166
0.0224,-3.1408e-176,1.12,-6.0793e-166
0.0236,-3.1408e-176,1.12,-6.0793e-166
0.0248,-3.1408e-176,1.12,-6.0793e-166
0.026,-3.1408e-176,1.12,-6.0793e-166
0.014,-2.911e-176,1.12,-6.0793e-166
0.0152,-2.911e-176,1.12,-6.0793e-166
0.0164,-2.911e-176,1.12,-6.0793e-166
0.0176,-2.911e-176,1.12,-6.0793e-166
0.0188,-2.911e-176,1.12,-6.0793e-166
0.02,-2.911e-176,1.12,-6.0793e-166
0.0212,-2.911e-176,1.12,-6.0793e-166
0.0224,-2.911e-176,1.12,-6.0793e-166
0.0236,-2.911e-176,1.12,-6.0793e-166
0.0248,-2.911e-176,1.12,-6.0793e-166
0.026,-2.911e-176,1.12,-6.0793e-166
0.014,-2.6812e-176,1.12,-6.0793e-166
0.0152,-2.6812e-176,1.12,-6.0793e-166
0.0164,-2.6812e-176,1.12,-6.0793e-166
0.0176,-2.6812e-176,1.12,-6.0793e-166
0.0188,-2.6812e-176,1.12,-6.0793e-166
0.02,-2.6812e-176,1.12,-6.0793e-166
0.0212,-2.6812e-176,1.12,-6.0793e-166
0.0224,-2.6812e-176,1.12,-6.0793e-166
0.0236,-2.6812e-176,1.12,-6.0793e-166
0.0248,-2.6812e-176,1.12,-6.0793e-166
0.026,-2.6812e-176,1.12,-6.0793e-166
0.014,-4.9794e-176,1.18,-6.0793e-166
0.0152,-4.9794e-176,1.18,-6.0793e-166
0.0164,-4.9794e-176,1.18,-6.0793e-166
0.0176,-4.9794e-176,1.18,-6.0793e-166
0.0188,-4.9794e-176,1.18,-6.0793e-166
0.02,-4.9794e-176,1.18,-6.0793e-166
0.0212,-4.9794e-176,1.18,-6.0793e-166
0.0224,-4.9794e-176,1.18,-6.0793e-166
0.0236,-4.9794e-176,1.18,-6.0793e-166
0.0248,-4.9794e-176,1.18,-6.0793e-166
0.026,-4.9794e-176,1.18,-6.0793e-166
0.014,-4.7496e-176,1.18,-6.0793e-166
0.0152,-4.7496e-176,1.18,-6.0793e-166
0.0164,-4.7496e-176,1.18,-6.0793e-166
0.0176,-4.7496e-176,1.18,-6.0793e-166
0.0188,-4.7496e-176,1.18,-6.0793e-166
0.02,-4.7496e-176,1.18,-6.0793e-166
0.0212,-4.7496e-176,1.18,-6.0793e-166
0.0224,-4.7496e-176,1.18,-6.0793e-166
0.0236,-4.7496e-176,1.18,-6.0793e-166
0.0248,-4.7496e-176,1.18,-6.0793e-166
0.026,-4.7496e-176,1.18,-6.0793e-166
0.014,-4.5198e-176,1.18,-6.0793e-166
0.0152,-4.5198e-176,1.18,-6.0793e-166
0.0164,-4.5198e-176,1.18,-6.0793e-166
0.0176,-4.5198e-176,1.18,-6.0793e-166
0.0188,-4.5198e-176,1.18,-6.0793e-166
0.02,-4.5198e-176,1.18,-6.0793e-166
0.0212,-4.5198e-176,1.18,-6.0793e-166
0.0224,-4.5198e-176,1.18,-6.0793e-166
0.0236,-4.5198e-176,1.18,-6.0793e-166
0.0248,-4.5198e-176,1.18,-6.0793e-166
0.026,-4.5198e-176,1.18,-6.0793e-166
0.014,-4.2899e-176,1.18,-6.0793e-166
0.0152,-4.2899e-176,1.18,-6.0793e-166
0.0164,-4.2899e-176,1.18,-6.0793e-166
0.0176,-4.2899e-176,1.18,-6.0793e-166
0.0188,-4.2899e-176,1.18,-6.0793e-166
0.02,-4.2899e-176,1.18,-6.0793e-166
0.0212,-4.2899e-176,1.18,-6.0793e-166
0.0224,-4.2899e-176,1.18,-6.0793e-166
0.0236,-4.2899e-176,1.18,-6.0793e-166
0.0248,-4.2899e-176,1.18,-6.0793e-166
0.026,-4.2899e-176,1.18,-6.0793e-166
0.014,-4.0601e-176,1.18,-6.0793e-166
0.0152,-4.0601e-176,1.18,-6.0793e-166
0.0164,-4.0601e-176,1.18,-6.0793e-166
0.0176,-4.0601e-176,1.18,-6.0793e-166
0.0188,-4.0601e-176,1.18,-6.0793e-166
0.02,-4.0601e-176,1.18,-6.0793e-166
0.0212,-4.0601e-176,1.18,-6.0793e-166
0.0224,-4.0601e-176,1.18,-6.0793e-166
0.0236,-4.0601e-176,1.18,-6.0793e-166
0.0248,-4.0601e-176,1.18,-6.0793e-166
0.026,-4.0601e-176,1.18,-6.0793e-166
0.014,-3.8303e-176,1.18,-6.0793e-166
0.0152,-3.8303e-176,1.18,-6.0793e-166
0.0164,-3.8303e-176,1.18,-6.0793e-166
0.0176,-3.8303e-176,1.18,-6.0793e-166
0.0188,-3.8303e-176,1.18,-6.0793e-166
0.02,-3.8303e-176,1.18,-6.0793e-166
0.0212,-3.8303e-176,1.18,-6.0793e-166
0.0224,-3.8303e-176,1.18,-6.0793e-166
0.0236,-3.8303e-176,1.18,-6.0793e-166
0.0248,-3.8303e-176,1.18,-6.0793e-166
0.026,-3.8303e-176,1.18,-6.0793e-166
0.014,-3.6005e-176,1.18,-6.0793e-166
0.0152,-3.6005e-176,1.18,-6.0793e-166
0.0164,-3.6005e-176,1.18,-6.0793e-166
0.0176,-3.6005e-176,1.18,-6.0793e-166
0.0188,-3.6005e-176,1.18,-6.0793e-166
0.02,-3.6005e-176,1.18,-6.0793e-166
0.0212,-3.6005e-176,1.18,-6.0793e-166
0.0224,-3.6005e-176,1.18,-6.0793e-166
0.0236,-3.6005e-176,1.18,-6.0793e-166
0.0248,-3.6005e-176,1.18,-6.0793e-166
0.026,-3.6005e-176,1.18,-6.0793e-166
0.014,-3.3707e-176,1.18,-6.0793e-166
0.0152,-3.3707e-176,1.18,-6.0793e-166
0.0164,-3.3707e-176,1.18,-6.0793e-166
0.0176,-3.3707e-176,1.18,-6.0793e-166
0.0188,-3.3707e-176,1.18,-6.0793e-166
0.02,-3.3707e-176,1.18,-6.0793e-166
0.0212,-3.3707e-176,1.18,-6.0793e-166
0.0224,-3.3707e-176,1.18,-6.0793e-166
0.0236,-3.3707e-176,1.18,-6.0793e-166
0.0248,-3.3707e-176,1.18,-6.0793e-166
0.026,-3.3707e-176,1.18,-6.0793e-166
0.014,-3.1408e-176,1.18,-6.0793e-166
0.0152,-3.1408e-176,1.18,-6.0793e-166
